job-title,location,type,categories,dated posted,aaply link
Technical Project Management  - Specialist Professional,"Bangalore, Karnataka
India",Onsite,Digital Innovation & Technology,04/08/2026,https://careers-se.icims.com/jobs/113918/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Release Engineer,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/10/2026,https://careers-se.icims.com/jobs/108966/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Senior, Cybersecurity Penetration Tester","Bangalore, Karnataka
India",Hybrid,Technical,02/22/2026,https://careers-se.icims.com/jobs/105990/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager - IA - System & Architecture Engineer,"Mumbai, Maharashtra
India",Onsite,Sales,11/11/2025,https://careers-se.icims.com/jobs/101441/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Commercial Business Development Manager, Next Gen Automation","Hyderabad, Telangana
India",Hybrid,Sales,04/15/2026,https://careers-se.icims.com/jobs/112255/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DGM - Customer Project Management,"Ahmedabad, Gujarat
India",Hybrid,Customer Projects & Services,04/14/2026,https://careers-se.icims.com/jobs/108582/login?iis=Job%20Board&iisn=linkedin&src=linkedin
MANAGER / PAE - MOMA,"Gurgaon, Haryana
India",Hybrid,Sales,03/26/2026,https://careers-se.icims.com/jobs/110846/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr Manager - Sales,"Bangalore, Karnataka
India",Hybrid,Sales,04/06/2026,https://careers-se.icims.com/jobs/113631/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Contracts Regional Manager,"Mumbai, Maharashtra
India",Hybrid,Sales,05/02/2026,https://careers-se.icims.com/jobs/115201/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager – Plastic Component Industrialization,"Bangalore, Karnataka
India",Onsite,Industrial / Manufacturing,04/20/2026,https://careers-se.icims.com/jobs/115200/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager – Development / Production Engineering,"Ahmednagar, Maharashtra
India",Onsite,Industrial / Manufacturing,04/28/2026,https://careers-se.icims.com/jobs/111275/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Business Development Manager-Cooling,"Mumbai, Maharashtra
India",Hybrid,Sales,05/04/2026,https://careers-se.icims.com/jobs/115538/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Associate Central Investigator,Multiple,Hybrid,Finance,09/10/2025,https://careers-se.icims.com/jobs/97750/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager - Production,"Vadodara, Gujarat
India",Onsite,Industrial / Manufacturing,05/15/2026,https://careers-se.icims.com/jobs/117016/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Integration (Electronic and Mechanical) Engineering - Senior Professional,"Vadodara, Gujarat
India",Onsite,Technical,05/25/2026,https://careers-se.icims.com/jobs/104214/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Service Strategy  & Digital Transformation,"Bangalore, Karnataka
India",Hybrid,Sales,02/18/2026,https://careers-se.icims.com/jobs/101597/login?iis=Job%20Board&iisn=linkedin&src=linkedin
General Environmental and Employee  Health & Safety - Senior Professional,"Jamnagar, Gujarat
India",Onsite,Environment / Sustainable Development,04/08/2026,https://careers-se.icims.com/jobs/114094/login?iis=Job%20Board&iisn=linkedin&src=linkedin
BFS Business Process Owner,"Bangalore, Karnataka
India",Remote,Customer Satisfaction and Quality,05/20/2026,https://careers-se.icims.com/jobs/117703/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DGM- KNX Prescription,"Bangalore, Karnataka
India",Hybrid,Sales,05/05/2026,https://careers-se.icims.com/jobs/112249/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Principal - Manhattan WMS,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,05/08/2026,https://careers-se.icims.com/jobs/114283/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Sales,"Rudrapur, Uttarkhand
India",Hybrid,Sales,04/23/2026,https://careers-se.icims.com/jobs/110173/login?iis=Job%20Board&iisn=linkedin&src=linkedin
CMI Leader for FD Offer,"Bangalore, Karnataka
India",Onsite,Customer Satisfaction & Quality,01/19/2026,https://careers-se.icims.com/jobs/104022/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager - Power Electronics,"Mumbai, Maharashtra
India",Hybrid,Technical,04/20/2026,https://careers-se.icims.com/jobs/106304/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - LV Sales - WZ,"Kolhapur, Maharashtra
India",Onsite,Sales,03/27/2026,https://careers-se.icims.com/jobs/106013/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr.Manager-Downstream Planning,"Bangalore, Karnataka
India",Onsite,Supply Chain Planning,05/15/2026,https://careers-se.icims.com/jobs/113910/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager - Quality Control,"New Delhi, Delhi
India",Hybrid,Customer Satisfaction & Quality,05/17/2026,https://careers-se.icims.com/jobs/116864/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Project Manager,"Bangalore, Karnataka
India",Onsite,Customer Projects & Services,04/21/2026,https://careers-se.icims.com/jobs/115213/login?iis=Job%20Board&iisn=linkedin&src=linkedin
ServiceNow Developer,"Bangalore, Karnataka
India",Remote,Digital Innovation & Technology,04/22/2026,https://careers-se.icims.com/jobs/115474/login?iis=Job%20Board&iisn=linkedin&src=linkedin
General Manager- Business Development Leader,"Bangalore, Karnataka
India",Hybrid,Sales,05/05/2026,https://careers-se.icims.com/jobs/98824/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - End to End Commercial,"Raipur, Chhattisgarh
India",Hybrid,Customer Projects & Services,04/24/2026,https://careers-se.icims.com/jobs/115459/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager Supplier Quality Management,"Chennai, Tamil Nadu
India",Onsite,Customer Satisfaction & Quality,05/04/2026,https://careers-se.icims.com/jobs/116009/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Senior, Software Engineer, OLM Portal Liferay","Bangalore, Karnataka
India",Hybrid,Technical,02/06/2026,https://careers-se.icims.com/jobs/106242/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Service Desk Analyst,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/13/2026,https://careers-se.icims.com/jobs/111147/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Lead, Finance Application Analyst","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,01/16/2026,https://careers-se.icims.com/jobs/105122/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr Edge Application Developer,Multiple,Hybrid,Technical,03/24/2026,https://careers-se.icims.com/jobs/112234/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Firmware Testing Engineer,"Bangalore, Karnataka
India",Onsite,Technical,03/19/2026,https://careers-se.icims.com/jobs/112250/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - R&D Embedded System,"Mumbai, Maharashtra
India",Onsite,Technical,04/24/2026,https://careers-se.icims.com/jobs/111471/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Lead – Manufacturing Applications Developer (PEH),"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/06/2026,https://careers-se.icims.com/jobs/108490/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Global Offer Manager – Business Power Products,"Bangalore, Karnataka
India",Hybrid,Marketing and Communication,04/12/2026,https://careers-se.icims.com/jobs/114011/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Product Owner - Energy,"Bangalore, Karnataka
India",Hybrid,Technical,05/13/2026,https://careers-se.icims.com/jobs/116758/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Service Strategy & Digital Transformation - Raipur,"Raipur, Chhattisgarh
India",Hybrid,Sales,02/18/2026,https://careers-se.icims.com/jobs/109121/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Design Engineer,"Bangalore, Karnataka
India",Hybrid,Technical,05/05/2026,https://careers-se.icims.com/jobs/115771/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager / Deputy Manager,"Mumbai, Maharashtra
India",Onsite,Customer Projects & Services,01/09/2026,https://careers-se.icims.com/jobs/104886/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager - Manufacturing Engineer (Production),"Vadodara, Gujarat
India",Onsite,Industrial / Manufacturing,05/17/2026,https://careers-se.icims.com/jobs/116969/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy General Manager- Manufacturing Materials Planning & Control,"Hyderabad, Telangana
India",Onsite,Supply Chain Planning,03/05/2026,https://careers-se.icims.com/jobs/104835/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DGM - Digital Solutions (C++ Developer),"Mumbai, Maharashtra
India",Onsite,Technical,02/09/2026,https://careers-se.icims.com/jobs/104815/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Agri Sales - North East,"Guwahati, Assam
India",Hybrid,Sales,02/19/2026,https://careers-se.icims.com/jobs/104295/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DFSR Practitioner,"Bangalore, Karnataka
India",Hybrid,Customer Satisfaction and Quality,05/25/2026,https://careers-se.icims.com/jobs/115661/login?iis=Job%20Board&iisn=linkedin&src=linkedin
General Manager - Projects,"Mumbai, Maharashtra
India",Onsite,"Customer Projects, Solutions and Services",05/21/2026,https://careers-se.icims.com/jobs/117867/login?iis=Job%20Board&iisn=linkedin&src=linkedin
SAP ABAP - Technical Delivery Manager,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,01/13/2026,https://careers-se.icims.com/jobs/104404/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Expert - RPA Quotation Application,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,01/19/2026,https://careers-se.icims.com/jobs/106022/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager Sales - Retail,"Mohali, Punjab
India",Onsite,Sales,04/27/2026,https://careers-se.icims.com/jobs/115757/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Design Leader-Electrical Distribution,Multiple,Hybrid,Customer Projects & Services,02/11/2026,https://careers-se.icims.com/jobs/95088/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Electromechanics/Electrotechnology,  Senior V&V Test Engineer","Bangalore, Karnataka
India",Onsite,Technical,05/25/2026,https://careers-se.icims.com/jobs/117575/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Data Delivery Leader,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/30/2026,https://careers-se.icims.com/jobs/113190/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr Electrical Engineer,"Bangalore, Karnataka
India",Hybrid,Customer Projects & Services,04/09/2026,https://careers-se.icims.com/jobs/113748/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr. Remote Support Engineer,"Bangalore, Karnataka
India",Onsite,Customer Projects & Services,05/13/2026,https://careers-se.icims.com/jobs/117109/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Supply Chain Performance Leader,"Vadodara, Gujarat
India",Onsite,Industrial / Manufacturing,04/16/2026,https://careers-se.icims.com/jobs/113848/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager -Repair & Maintenance Trades,"Hyderabad, Telangana
India",Onsite,Industrial / Manufacturing,05/19/2026,https://careers-se.icims.com/jobs/116982/login?iis=Job%20Board&iisn=linkedin&src=linkedin
L4-Product support Engineer,Multiple,Hybrid,Technical,03/24/2026,https://careers-se.icims.com/jobs/109524/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Test Automation Engineer,"Bangalore, Karnataka
India",Hybrid,Technical,02/16/2026,https://careers-se.icims.com/jobs/103341/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Regional Sales Manager,"Hyderabad, Telangana
India",Hybrid,Sales,04/27/2026,https://careers-se.icims.com/jobs/96349/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager -Product Management and Marketing,"Mumbai, Maharashtra
India",Onsite,Marketing,04/30/2026,https://careers-se.icims.com/jobs/101901/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior GM - Logistics Planning & Optimization,Multiple,Hybrid,Logistics,05/05/2026,https://careers-se.icims.com/jobs/115534/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manufacturing Production Workers -  Team Leader (Para-Professionals),"Ahmednagar, Maharashtra
India",Onsite,Industrial / Manufacturing,05/17/2026,https://careers-se.icims.com/jobs/117027/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Pre-sales Product Consulting  - Senior Professional,"Gurgaon, Haryana
India",Hybrid,Sales,05/14/2026,https://careers-se.icims.com/jobs/116571/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Firmware Technical Expert,"Hyderabad, Telangana
India",Onsite,Technical,05/11/2026,https://careers-se.icims.com/jobs/115382/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Test Automation Engineer,India,Hybrid,Technical,04/15/2026,https://careers-se.icims.com/jobs/114490/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DGM- Manufacturing Production Planning & Control,"Bangalore, Karnataka
India",Onsite,Supply Chain Planning,04/15/2026,https://careers-se.icims.com/jobs/113353/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager - End to End Commercial,"Chandigarh, Punjab
India",Onsite,Customer Projects & Services,05/13/2026,https://careers-se.icims.com/jobs/117279/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Data Privacy & Security Lead,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,05/16/2026,https://careers-se.icims.com/jobs/104365/login?iis=Job%20Board&iisn=linkedin&src=linkedin
DM - IA Sales - Guwahati,"Kolkatta, West Bengal
India",Hybrid,Sales,05/12/2026,https://careers-se.icims.com/jobs/116922/login?iis=Job%20Board&iisn=linkedin&src=linkedin
GM - BD- Industry Services,Multiple,Onsite,Sales,03/24/2026,https://careers-se.icims.com/jobs/110019/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Application Engineering,"Vadodara, Gujarat
India",Onsite,Customer Projects & Services,12/22/2025,https://careers-se.icims.com/jobs/102819/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Manager - Manufacturing Automation & Digitalization,"Vadodara, Gujarat
India",Onsite,Industrial / Manufacturing,04/27/2026,https://careers-se.icims.com/jobs/114938/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr Manager - DC Soln Architect,"Mumbai, Maharashtra
India",Hybrid,Sales,03/30/2026,https://careers-se.icims.com/jobs/113238/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Deputy Manager - Product Quality Control,"Ahmednagar, Maharashtra
India",Onsite,Customer Satisfaction and Quality,04/28/2026,https://careers-se.icims.com/jobs/110844/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Senior Manager, Global Talent Management & OD – Assessments & Culture","Bangalore, Karnataka
India",Hybrid,Human Resources,05/21/2026,https://careers-se.icims.com/jobs/117505/login?iis=Job%20Board&iisn=linkedin&src=linkedin
"Expert, Manhattan Active WMS","Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,02/19/2026,https://careers-se.icims.com/jobs/108467/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Full Stack Developer – Cloud Applications,"Gurgaon, Haryana
India",Hybrid,Technical,01/19/2026,https://careers-se.icims.com/jobs/104864/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Service Strategy & Digital Transformation -Pune,"Pune, Maharashtra
India",Hybrid,Sales,02/18/2026,https://careers-se.icims.com/jobs/109450/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Regulatory Engineer_ EMI/EMC,"Bangalore, Karnataka
India",Onsite,Technical,04/21/2026,https://careers-se.icims.com/jobs/114597/login?iis=Job%20Board&iisn=linkedin&src=linkedin
FW Verification & Validation Engineer,"Bangalore, Karnataka
India",Onsite,Technical,05/25/2026,https://careers-se.icims.com/jobs/115279/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Assistant Manager - Production,"Ahmednagar, Maharashtra
India",Onsite,Industrial / Manufacturing,05/14/2026,https://careers-se.icims.com/jobs/110812/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Senior Mechanical Design Engineer,Multiple,Hybrid,"Customer Projects, Solutions and Services",04/02/2026,https://careers-se.icims.com/jobs/94635/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Solution Architect- Presales- Hardware,"Bangalore, Karnataka
India",Hybrid,Sales,02/22/2026,https://careers-se.icims.com/jobs/105650/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Application Analyst,"Bangalore, Karnataka
India",Hybrid,Innovation and Technology,03/27/2026,https://careers-se.icims.com/jobs/113137/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr. Manager Customer Complaint Management,"Hyderabad, Telangana
India",Onsite,Customer Satisfaction & Quality,05/05/2026,https://careers-se.icims.com/jobs/115103/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Principle Mechanical Engineer - Central Engineering,"Bangalore, Karnataka
India",Hybrid,Customer Projects & Services,04/15/2026,https://careers-se.icims.com/jobs/113901/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Manager - Retail (H&D) -Sales - Cluster Head - Hyderabad,"Hyderabad, Telangana
India",Onsite,Sales,03/05/2026,https://careers-se.icims.com/jobs/110648/login?iis=Job%20Board&iisn=linkedin&src=linkedin
Sr. Manager -Methods,"Hyderabad, Telangana
India",Onsite,Industrial / Manufacturing,04/09/2026,https://careers-se.icims.com/jobs/113401/login?iis=Job%20Board&iisn=linkedin&src=linkedin
SAP Lead - PM,"Bangalore, Karnataka
India",Hybrid,Digital Innovation & Technology,03/10/2026,https://careers-se.icims.com/jobs/103017/login?iis=Job%20Board&iisn=linkedin&src=linkedin
GM - Supply Chain Planning,"Bangalore, Karnataka
India",Onsite,Supply Chain Planning,04/21/2026,https://careers-se.icims.com/jobs/114643/login?iis=Job%20Board&iisn=linkedin&src=linkedin
